Date,Service description,Service ID,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2026-04-08,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000001,-0.00
2026-04-07,Gemini API,AEFD-7695-64FA,13.79,0.00,0.00,0.00,13.785192,13.79
2026-04-07,Artifact Registry,149C-F9EC-3994,9.04,0.00,0.00,0.00,9.042359,9.04
2026-04-07,Cloud Run,152E-C115-5142,6.25,0.00,0.00,0.00,6.254380,6.25
2026-04-07,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351996,2.35
2026-04-07,App Engine,F17B-412E-CB64,0.70,0.00,0.00,0.00,0.695013,0.70
2026-04-07,Cloud Storage,95FF-2EF5-5EA1,0.50,0.00,0.00,0.00,0.504090,0.50
2026-04-07,Secret Manager,EE82-7A5E-871C,0.08,0.00,0.00,0.00,0.081365,0.08
2026-04-07,Cloud Build,8B5D-EF7D-EB12,0.00,0.00,0.00,0.00,0.002773,0.00
2026-04-07,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-07,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000001,-0.00
2026-04-06,Gemini API,AEFD-7695-64FA,37.85,0.00,0.00,0.00,37.853142,37.85
2026-04-06,Artifact Registry,149C-F9EC-3994,9.10,0.00,0.00,0.00,9.096403,9.10
2026-04-06,Cloud Run,152E-C115-5142,6.83,0.00,0.00,0.00,6.825420,6.83
2026-04-06,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351982,2.35
2026-04-06,App Engine,F17B-412E-CB64,0.67,0.00,0.00,0.00,0.667090,0.67
2026-04-06,Cloud Storage,95FF-2EF5-5EA1,0.53,0.00,0.00,0.00,0.526699,0.53
2026-04-06,Cloud Build,8B5D-EF7D-EB12,0.00,0.00,0.00,0.00,0.004700,0.00
2026-04-06,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-06,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000003,-0.00
2026-04-06,Secret Manager,EE82-7A5E-871C,-0.00,0.00,0.00,0.00,-0.000022,-0.00
2026-04-05,Gemini API,AEFD-7695-64FA,71.96,0.00,0.00,0.00,71.957016,71.96
2026-04-05,Artifact Registry,149C-F9EC-3994,9.04,0.00,0.00,0.00,9.040965,9.04
2026-04-05,Cloud Run,152E-C115-5142,6.99,0.00,0.00,0.00,6.989099,6.99
2026-04-05,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351982,2.35
2026-04-05,App Engine,F17B-412E-CB64,0.66,0.00,0.00,0.00,0.657822,0.66
2026-04-05,Cloud Storage,95FF-2EF5-5EA1,0.57,0.00,0.00,0.00,0.565952,0.57
2026-04-05,Cloud Build,8B5D-EF7D-EB12,0.01,0.00,0.00,0.00,0.007316,0.01
2026-04-05,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-05,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000003,-0.00
2026-04-05,Secret Manager,EE82-7A5E-871C,-0.00,0.00,0.00,0.00,-0.000027,-0.00
2026-04-04,Gemini API,AEFD-7695-64FA,49.35,0.00,0.00,0.00,49.351466,49.35
2026-04-04,Artifact Registry,149C-F9EC-3994,8.94,0.00,0.00,0.00,8.937025,8.94
2026-04-04,Cloud Run,152E-C115-5142,7.60,0.00,0.00,0.00,7.600862,7.60
2026-04-04,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351988,2.35
2026-04-04,App Engine,F17B-412E-CB64,0.65,0.00,0.00,0.00,0.648722,0.65
2026-04-04,Cloud Storage,95FF-2EF5-5EA1,0.56,0.00,0.00,0.00,0.557515,0.56
2026-04-04,Cloud Build,8B5D-EF7D-EB12,0.01,0.00,0.00,0.00,0.006709,0.01
2026-04-04,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-04,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000001,-0.00
2026-04-04,Secret Manager,EE82-7A5E-871C,-0.00,0.00,0.00,0.00,-0.000009,-0.00
2026-04-03,Artifact Registry,149C-F9EC-3994,8.87,0.00,0.00,0.00,8.869756,8.87
2026-04-03,Cloud Run,152E-C115-5142,6.24,0.00,0.00,0.00,6.237809,6.24
2026-04-03,Gemini API,AEFD-7695-64FA,3.47,0.00,0.00,0.00,3.471129,3.47
2026-04-03,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351982,2.35
2026-04-03,App Engine,F17B-412E-CB64,0.64,0.00,0.00,0.00,0.640070,0.64
2026-04-03,Cloud Storage,95FF-2EF5-5EA1,0.48,0.00,0.00,0.00,0.479504,0.48
2026-04-03,Cloud Build,8B5D-EF7D-EB12,0.00,0.00,0.00,0.00,0.001739,0.00
2026-04-03,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-03,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000006,-0.00
2026-04-02,Gemini API,AEFD-7695-64FA,32.62,0.00,0.00,0.00,32.615401,32.62
2026-04-02,Artifact Registry,149C-F9EC-3994,8.86,0.00,0.00,0.00,8.861988,8.86
2026-04-02,Cloud Run,152E-C115-5142,6.45,0.00,0.00,-2.16,4.286717,4.29
2026-04-02,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351987,2.35
2026-04-02,App Engine,F17B-412E-CB64,0.63,0.00,0.00,0.00,0.631131,0.63
2026-04-02,Cloud Storage,95FF-2EF5-5EA1,0.49,0.00,0.00,0.00,0.494276,0.49
2026-04-02,Cloud Build,8B5D-EF7D-EB12,0.00,0.00,0.00,0.00,0.002631,0.00
2026-04-02,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-02,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000003,-0.00
2026-04-01,Gemini API,AEFD-7695-64FA,16.12,0.00,0.00,0.00,16.116787,16.12
2026-04-01,Artifact Registry,149C-F9EC-3994,8.76,0.00,0.00,0.00,8.764758,8.76
2026-04-01,Cloud Run,152E-C115-5142,6.11,0.00,0.00,-3.06,3.046346,3.05
2026-04-01,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351985,2.35
2026-04-01,App Engine,F17B-412E-CB64,0.76,0.00,0.00,0.00,0.757669,0.76
2026-04-01,Cloud Storage,95FF-2EF5-5EA1,0.47,0.00,0.00,0.00,0.472927,0.47
2026-04-01,Cloud Build,8B5D-EF7D-EB12,0.00,0.00,0.00,0.00,0.001333,0.00
2026-04-01,Compute Engine,6F81-5844-456A,0.00,0.00,0.00,0.00,0.000005,0.00
2026-04-01,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-31,Artifact Registry,149C-F9EC-3994,8.53,0.00,0.00,0.00,8.532543,8.53
2026-03-31,Cloud Run,152E-C115-5142,5.94,0.00,0.00,0.00,5.938049,5.94
2026-03-31,Gemini API,AEFD-7695-64FA,4.52,0.00,0.00,0.00,4.521139,4.52
2026-03-31,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351986,2.35
2026-03-31,App Engine,F17B-412E-CB64,0.59,0.00,0.00,0.00,0.588629,0.59
2026-03-31,Cloud Storage,95FF-2EF5-5EA1,0.45,0.00,0.00,0.00,0.445835,0.45
2026-03-31,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140321,0.14
2026-03-31,Cloud Build,8B5D-EF7D-EB12,0.10,0.00,0.00,0.00,0.103229,0.10
2026-03-31,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.000381,0.00
2026-03-31,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-30,Gemini API,AEFD-7695-64FA,23.52,0.00,0.00,0.00,23.523666,23.52
2026-03-30,Artifact Registry,149C-F9EC-3994,8.52,0.00,0.00,0.00,8.521417,8.52
2026-03-30,Cloud Run,152E-C115-5142,6.13,0.00,0.00,0.00,6.134368,6.13
2026-03-30,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351987,2.35
2026-03-30,App Engine,F17B-412E-CB64,0.59,0.00,0.00,0.00,0.589379,0.59
2026-03-30,Cloud Storage,95FF-2EF5-5EA1,0.46,0.00,0.00,0.00,0.462918,0.46
2026-03-30,Cloud Build,8B5D-EF7D-EB12,0.35,0.00,0.00,0.00,0.347869,0.35
2026-03-30,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140318,0.14
2026-03-30,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.001289,0.00
2026-03-30,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-29,Gemini API,AEFD-7695-64FA,14.56,0.00,0.00,0.00,14.563038,14.56
2026-03-29,Artifact Registry,149C-F9EC-3994,8.50,0.00,0.00,0.00,8.499447,8.50
2026-03-29,Cloud Run,152E-C115-5142,6.03,0.00,0.00,0.00,6.030540,6.03
2026-03-29,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351982,2.35
2026-03-29,App Engine,F17B-412E-CB64,0.58,0.00,0.00,0.00,0.580855,0.58
2026-03-29,Cloud Storage,95FF-2EF5-5EA1,0.45,0.00,0.00,0.00,0.453613,0.45
2026-03-29,Cloud Build,8B5D-EF7D-EB12,0.23,0.00,0.00,0.00,0.230283,0.23
2026-03-29,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140311,0.14
2026-03-29,Secret Manager,EE82-7A5E-871C,0.10,0.00,0.00,0.00,0.098888,0.10
2026-03-29,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-28,Artifact Registry,149C-F9EC-3994,8.49,0.00,0.00,0.00,8.492270,8.49
2026-03-28,Cloud Run,152E-C115-5142,5.90,0.00,0.00,0.00,5.903769,5.90
2026-03-28,Gemini API,AEFD-7695-64FA,5.25,0.00,0.00,0.00,5.251588,5.25
2026-03-28,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351983,2.35
2026-03-28,App Engine,F17B-412E-CB64,0.57,0.00,0.00,0.00,0.572575,0.57
2026-03-28,Cloud Storage,95FF-2EF5-5EA1,0.45,0.00,0.00,0.00,0.445881,0.45
2026-03-28,Cloud Build,8B5D-EF7D-EB12,0.32,0.00,0.00,0.00,0.324990,0.32
2026-03-28,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140303,0.14
2026-03-28,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.000575,0.00
2026-03-28,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-27,Artifact Registry,149C-F9EC-3994,8.49,0.00,0.00,0.00,8.486202,8.49
2026-03-27,Cloud Run,152E-C115-5142,5.94,0.00,0.00,0.00,5.939402,5.94
2026-03-27,Gemini API,AEFD-7695-64FA,4.97,0.00,0.00,0.00,4.971250,4.97
2026-03-27,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351986,2.35
2026-03-27,App Engine,F17B-412E-CB64,0.56,0.00,0.00,0.00,0.564050,0.56
2026-03-27,Cloud Storage,95FF-2EF5-5EA1,0.44,0.00,0.00,0.00,0.444692,0.44
2026-03-27,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140304,0.14
2026-03-27,Cloud Build,8B5D-EF7D-EB12,0.12,0.00,0.00,0.00,0.118827,0.12
2026-03-27,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.000374,0.00
2026-03-27,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-26,Artifact Registry,149C-F9EC-3994,8.48,0.00,0.00,0.00,8.482014,8.48
2026-03-26,Cloud Run,152E-C115-5142,5.90,0.00,0.00,0.00,5.899547,5.90
2026-03-26,Gemini API,AEFD-7695-64FA,5.25,0.00,0.00,0.00,5.248159,5.25
2026-03-26,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351987,2.35
2026-03-26,App Engine,F17B-412E-CB64,0.56,0.00,0.00,0.00,0.556016,0.56
2026-03-26,Cloud Storage,95FF-2EF5-5EA1,0.44,0.00,0.00,0.00,0.441393,0.44
2026-03-26,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140310,0.14
2026-03-26,Secret Manager,EE82-7A5E-871C,0.11,0.00,0.00,0.00,0.110461,0.11
2026-03-26,Cloud Build,8B5D-EF7D-EB12,0.07,0.00,0.00,0.00,0.065069,0.07
2026-03-26,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-25,Gemini API,AEFD-7695-64FA,9.58,0.00,0.00,0.00,9.582122,9.58
2026-03-25,Artifact Registry,149C-F9EC-3994,8.47,0.00,0.00,0.00,8.474282,8.47
2026-03-25,Cloud Run,152E-C115-5142,5.97,0.00,0.00,0.00,5.971316,5.97
2026-03-25,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351988,2.35
2026-03-25,App Engine,F17B-412E-CB64,0.55,0.00,0.00,0.00,0.547115,0.55
2026-03-25,Cloud Storage,95FF-2EF5-5EA1,0.45,0.00,0.00,0.00,0.447701,0.45
2026-03-25,Cloud Build,8B5D-EF7D-EB12,0.25,0.00,0.00,0.00,0.248529,0.25
2026-03-25,Secret Manager,EE82-7A5E-871C,0.15,0.00,0.00,0.00,0.153693,0.15
2026-03-25,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140310,0.14
2026-03-25,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-24,Artifact Registry,149C-F9EC-3994,8.45,0.00,0.00,0.00,8.454081,8.45
2026-03-24,Cloud Run,152E-C115-5142,5.96,0.00,0.00,0.00,5.962580,5.96
2026-03-24,Gemini API,AEFD-7695-64FA,2.80,0.00,0.00,0.00,2.799695,2.80
2026-03-24,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351987,2.35
2026-03-24,App Engine,F17B-412E-CB64,0.54,0.00,0.00,0.00,0.538556,0.54
2026-03-24,Cloud Storage,95FF-2EF5-5EA1,0.46,0.00,0.00,0.00,0.460948,0.46
2026-03-24,Cloud Build,8B5D-EF7D-EB12,0.37,0.00,0.00,0.00,0.367847,0.37
2026-03-24,Secret Manager,EE82-7A5E-871C,0.15,0.00,0.00,0.00,0.154378,0.15
2026-03-24,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140310,0.14
2026-03-24,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-23,Gemini API,AEFD-7695-64FA,11.29,0.00,0.00,0.00,11.290838,11.29
2026-03-23,Artifact Registry,149C-F9EC-3994,8.44,0.00,0.00,0.00,8.443065,8.44
2026-03-23,Cloud Run,152E-C115-5142,6.01,0.00,0.00,0.00,6.014756,6.01
2026-03-23,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351984,2.35
2026-03-23,App Engine,F17B-412E-CB64,0.53,0.00,0.00,0.00,0.531434,0.53
2026-03-23,Cloud Storage,95FF-2EF5-5EA1,0.45,0.00,0.00,0.00,0.450049,0.45
2026-03-23,Cloud Build,8B5D-EF7D-EB12,0.20,0.00,0.00,0.00,0.203252,0.20
2026-03-23,Secret Manager,EE82-7A5E-871C,0.15,0.00,0.00,0.00,0.153889,0.15
2026-03-23,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140299,0.14
2026-03-23,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-22,Artifact Registry,149C-F9EC-3994,8.44,0.00,0.00,0.00,8.435648,8.44
2026-03-22,Cloud Run,152E-C115-5142,5.93,0.00,0.00,0.00,5.933708,5.93
2026-03-22,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351988,2.35
2026-03-22,Gemini API,AEFD-7695-64FA,1.52,0.00,0.00,0.00,1.524119,1.52
2026-03-22,App Engine,F17B-412E-CB64,0.52,0.00,0.00,0.00,0.521624,0.52
2026-03-22,Cloud Storage,95FF-2EF5-5EA1,0.44,0.00,0.00,0.00,0.437102,0.44
2026-03-22,Secret Manager,EE82-7A5E-871C,0.15,0.00,0.00,0.00,0.153398,0.15
2026-03-22,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140390,0.14
2026-03-22,Cloud Build,8B5D-EF7D-EB12,0.02,0.00,0.00,0.00,0.018672,0.02
2026-03-22,Networking,E505-1604-58F8,0.15,0.00,0.00,-0.15,0.000000,0.00
2026-03-21,Artifact Registry,149C-F9EC-3994,8.43,0.00,0.00,-3.83,4.603355,4.60
2026-03-21,Cloud Run,152E-C115-5142,5.91,0.00,0.00,-2.78,3.135131,3.14
2026-03-21,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,-1.07,1.283529,1.28
2026-03-21,Cloud Storage,95FF-2EF5-5EA1,0.45,0.00,0.00,-0.02,0.436199,0.44
2026-03-21,Secret Manager,EE82-7A5E-871C,0.15,0.00,0.00,-0.07,0.083557,0.08
2026-03-21,Gemini API,AEFD-7695-64FA,2.53,0.00,0.00,-2.51,0.013971,0.01
2026-03-21,App Engine,F17B-412E-CB64,0.51,0.00,0.00,-0.51,0.002583,0.00
2026-03-21,Cloud Build,8B5D-EF7D-EB12,0.24,0.00,0.00,-0.24,0.001766,0.00
2026-03-21,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-21,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,-0.18,-0.042321,-0.04
2026-03-20,Artifact Registry,149C-F9EC-3994,8.42,0.00,0.00,-8.30,0.115569,0.12
2026-03-20,Cloud Run,152E-C115-5142,5.92,0.00,0.00,-5.85,0.078864,0.08
2026-03-20,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,-2.32,0.032288,0.03
2026-03-20,Gemini API,AEFD-7695-64FA,2.81,0.00,0.00,-2.79,0.018812,0.02
2026-03-20,Cloud Storage,95FF-2EF5-5EA1,0.45,0.00,0.00,-0.44,0.004341,0.00
2026-03-20,App Engine,F17B-412E-CB64,0.51,0.00,0.00,-0.50,0.002179,0.00
2026-03-20,Secret Manager,EE82-7A5E-871C,0.15,0.00,0.00,-0.15,0.002108,0.00
2026-03-20,Cloud Build,8B5D-EF7D-EB12,0.18,0.00,0.00,-0.17,0.001880,0.00
2026-03-20,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-20,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,-0.40,-0.256189,-0.26
2026-03-19,Gemini API,AEFD-7695-64FA,10.75,0.00,0.00,-3.48,7.271561,7.27
2026-03-19,Artifact Registry,149C-F9EC-3994,8.39,0.00,0.00,-4.14,4.249608,4.25
2026-03-19,Cloud Run,152E-C115-5142,5.98,0.00,0.00,-3.02,2.964761,2.96
2026-03-19,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,-1.16,1.191361,1.19
2026-03-19,App Engine,F17B-412E-CB64,0.50,0.00,0.00,-0.00,0.498553,0.50
2026-03-19,Cloud Build,8B5D-EF7D-EB12,0.48,0.00,0.00,-0.33,0.155786,0.16
2026-03-19,Secret Manager,EE82-7A5E-871C,0.14,0.00,0.00,-0.08,0.059476,0.06
2026-03-19,Cloud Storage,95FF-2EF5-5EA1,0.47,0.00,0.00,-0.46,0.012400,0.01
2026-03-19,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-19,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,-0.20,-0.058078,-0.06
2026-03-18,Gemini API,AEFD-7695-64FA,21.50,0.00,0.00,0.00,21.501329,21.50
2026-03-18,Artifact Registry,149C-F9EC-3994,8.35,0.00,0.00,0.00,8.350024,8.35
2026-03-18,Cloud Run,152E-C115-5142,6.13,0.00,0.00,0.00,6.128217,6.13
2026-03-18,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351984,2.35
2026-03-18,Cloud Build,8B5D-EF7D-EB12,0.80,0.00,0.00,0.00,0.800369,0.80
2026-03-18,App Engine,F17B-412E-CB64,0.56,0.00,0.00,0.00,0.563557,0.56
2026-03-18,Cloud Storage,95FF-2EF5-5EA1,0.49,0.00,0.00,0.00,0.491432,0.49
2026-03-18,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140311,0.14
2026-03-18,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.002670,0.00
2026-03-18,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-17,Gemini API,AEFD-7695-64FA,85.05,0.00,0.00,0.00,85.049015,85.05
2026-03-17,Artifact Registry,149C-F9EC-3994,8.31,0.00,0.00,0.00,8.310044,8.31
2026-03-17,Cloud Run,152E-C115-5142,6.15,0.00,0.00,0.00,6.148357,6.15
2026-03-17,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351984,2.35
2026-03-17,Cloud Build,8B5D-EF7D-EB12,0.64,0.00,0.00,0.00,0.635721,0.64
2026-03-17,App Engine,F17B-412E-CB64,0.52,0.00,0.00,0.00,0.524077,0.52
2026-03-17,Cloud Storage,95FF-2EF5-5EA1,0.48,0.00,0.00,0.00,0.477629,0.48
2026-03-17,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140305,0.14
2026-03-17,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.002378,0.00
2026-03-17,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-16,Gemini API,AEFD-7695-64FA,13.79,0.00,0.00,0.00,13.785872,13.79
2026-03-16,Artifact Registry,149C-F9EC-3994,8.28,0.00,0.00,0.00,8.282876,8.28
2026-03-16,Cloud Run,152E-C115-5142,5.96,0.00,0.00,0.00,5.960619,5.96
2026-03-16,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351984,2.35
2026-03-16,App Engine,F17B-412E-CB64,0.48,0.00,0.00,0.00,0.481584,0.48
2026-03-16,Cloud Storage,95FF-2EF5-5EA1,0.45,0.00,0.00,0.00,0.451211,0.45
2026-03-16,Cloud Build,8B5D-EF7D-EB12,0.31,0.00,0.00,0.00,0.305353,0.31
2026-03-16,Compute Engine,6F81-5844-456A,0.07,0.00,0.00,0.00,0.067320,0.07
2026-03-16,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.001133,0.00
2026-03-16,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-15,Gemini API,AEFD-7695-64FA,36.93,0.00,0.00,0.00,36.932394,36.93
2026-03-15,Artifact Registry,149C-F9EC-3994,8.27,0.00,0.00,0.00,8.269149,8.27
2026-03-15,Cloud Run,152E-C115-5142,5.96,0.00,0.00,0.00,5.959427,5.96
2026-03-15,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351987,2.35
2026-03-15,App Engine,F17B-412E-CB64,0.47,0.00,0.00,0.00,0.469640,0.47
2026-03-15,Cloud Storage,95FF-2EF5-5EA1,0.46,0.00,0.00,0.00,0.460184,0.46
2026-03-15,Cloud Build,8B5D-EF7D-EB12,0.38,0.00,0.00,0.00,0.383723,0.38
2026-03-15,Secret Manager,EE82-7A5E-871C,0.09,0.00,0.00,0.00,0.086512,0.09
2026-03-15,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-15,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000006,-0.00
2026-03-14,Gemini API,AEFD-7695-64FA,104.73,0.00,0.00,0.00,104.734539,104.73
2026-03-14,Artifact Registry,149C-F9EC-3994,8.15,0.00,0.00,0.00,8.146822,8.15
2026-03-14,Cloud Run,152E-C115-5142,6.50,0.00,0.00,0.00,6.503468,6.50
2026-03-14,Cloud Build,8B5D-EF7D-EB12,2.48,0.00,0.00,0.00,2.476647,2.48
2026-03-14,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351985,2.35
2026-03-14,App Engine,F17B-412E-CB64,1.01,0.00,0.00,0.00,1.013780,1.01
2026-03-14,Cloud Storage,95FF-2EF5-5EA1,0.61,0.00,0.00,0.00,0.614865,0.61
2026-03-14,Secret Manager,EE82-7A5E-871C,0.16,0.00,0.00,0.00,0.161090,0.16
2026-03-14,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-13,Gemini API,AEFD-7695-64FA,20.05,0.00,0.00,0.00,20.051111,20.05
2026-03-13,Artifact Registry,149C-F9EC-3994,8.06,0.00,0.00,0.00,8.064898,8.06
2026-03-13,Cloud Run,152E-C115-5142,6.08,0.00,0.00,0.00,6.079470,6.08
2026-03-13,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351981,2.35
2026-03-13,Cloud Storage,95FF-2EF5-5EA1,0.50,0.00,0.00,0.00,0.502450,0.50
2026-03-13,App Engine,F17B-412E-CB64,0.48,0.00,0.00,0.00,0.481915,0.48
2026-03-13,Cloud Build,8B5D-EF7D-EB12,0.01,0.00,0.00,0.00,0.008273,0.01
2026-03-13,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.003205,0.00
2026-03-13,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-13,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000002,-0.00
2026-03-12,Gemini API,AEFD-7695-64FA,51.42,0.00,0.00,0.00,51.418361,51.42
2026-03-12,Artifact Registry,149C-F9EC-3994,8.01,0.00,0.00,0.00,8.014114,8.01
2026-03-12,Cloud Run,152E-C115-5142,5.97,0.00,0.00,0.00,5.974843,5.97
2026-03-12,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351989,2.35
2026-03-12,Cloud Storage,95FF-2EF5-5EA1,0.47,0.00,0.00,0.00,0.470652,0.47
2026-03-12,App Engine,F17B-412E-CB64,0.45,0.00,0.00,0.00,0.449541,0.45
2026-03-12,Secret Manager,EE82-7A5E-871C,0.00,0.00,0.00,0.00,0.003936,0.00
2026-03-12,Cloud Build,8B5D-EF7D-EB12,0.00,0.00,0.00,0.00,0.002530,0.00
2026-03-12,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-03-12,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000002,-0.00
2026-03-11,Gemini API,AEFD-7695-64FA,37.72,0.00,0.00,0.00,37.715079,37.72
2026-03-11,Artifact Registry,149C-F9EC-3994,8.00,0.00,0.00,0.00,7.998903,8.00
2026-03-11,Cloud Run,152E-C115-5142,5.92,0.00,0.00,0.00,5.916695,5.92
2026-03-11,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351979,2.35
2026-03-11,App Engine,F17B-412E-CB64,0.63,0.00,0.00,0.00,0.627737,0.63
