Date,Service description,Service ID,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2026-05-05,Artifact Registry,149C-F9EC-3994,5.23,0.00,0.00,0.00,5.229736,5.23
2026-05-05,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351982,2.35
2026-05-05,Cloud Storage,95FF-2EF5-5EA1,1.55,0.00,0.00,0.00,1.545401,1.55
2026-05-05,App Engine,F17B-412E-CB64,1.18,0.00,0.00,0.00,1.176163,1.18
2026-05-05,Secret Manager,EE82-7A5E-871C,0.17,0.00,0.00,0.00,0.168323,0.17
2026-05-05,Cloud Build,8B5D-EF7D-EB12,0.02,0.00,0.00,0.00,0.017721,0.02
2026-05-05,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-05-05,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000001,-0.00
2026-05-04,Gemini API,AEFD-7695-64FA,80.96,0.00,0.00,0.00,80.957226,80.96
2026-05-04,Cloud Run,152E-C115-5142,6.46,0.00,0.00,0.00,6.456120,6.46
2026-05-04,Artifact Registry,149C-F9EC-3994,5.04,0.00,0.00,0.00,5.035307,5.04
2026-05-04,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351980,2.35
2026-05-04,Cloud Storage,95FF-2EF5-5EA1,1.20,0.00,0.00,0.00,1.199930,1.20
2026-05-04,App Engine,F17B-412E-CB64,1.05,0.00,0.00,0.00,1.046228,1.05
2026-05-04,Secret Manager,EE82-7A5E-871C,0.17,0.00,0.00,0.00,0.168327,0.17
2026-05-04,Cloud Build,8B5D-EF7D-EB12,0.01,0.00,0.00,0.00,0.010968,0.01
2026-05-04,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-05-04,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000005,-0.00
2026-05-03,Gemini API,AEFD-7695-64FA,53.78,0.00,0.00,0.00,53.780219,53.78
2026-05-03,Cloud Run,152E-C115-5142,6.35,0.00,0.00,0.00,6.354383,6.35
2026-05-03,Artifact Registry,149C-F9EC-3994,4.94,0.00,0.00,0.00,4.940798,4.94
2026-05-03,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351981,2.35
2026-05-03,App Engine,F17B-412E-CB64,1.00,0.00,0.00,0.00,1.004055,1.00
2026-05-03,Cloud Storage,95FF-2EF5-5EA1,0.92,0.00,0.00,0.00,0.915329,0.92
2026-05-03,Cloud Build,8B5D-EF7D-EB12,0.83,0.00,0.00,0.00,0.834306,0.83
2026-05-03,Secret Manager,EE82-7A5E-871C,0.15,0.00,0.00,0.00,0.145120,0.15
2026-05-03,Compute Engine,6F81-5844-456A,0.00,0.00,0.00,0.00,0.000002,0.00
2026-05-03,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-05-02,Gemini API,AEFD-7695-64FA,75.83,0.00,0.00,0.00,75.833717,75.83
2026-05-02,Artifact Registry,149C-F9EC-3994,4.86,0.00,0.00,0.00,4.859140,4.86
2026-05-02,Cloud Run,152E-C115-5142,6.38,0.00,0.00,-1.98,4.393343,4.39
2026-05-02,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351988,2.35
2026-05-02,App Engine,F17B-412E-CB64,1.00,0.00,0.00,0.00,0.997800,1.00
2026-05-02,Cloud Storage,95FF-2EF5-5EA1,0.84,0.00,0.00,0.00,0.835988,0.84
2026-05-02,Cloud Build,8B5D-EF7D-EB12,0.26,0.00,0.00,0.00,0.258870,0.26
2026-05-02,Compute Engine,6F81-5844-456A,0.00,0.00,0.00,0.00,0.000004,0.00
2026-05-02,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-05-01,Gemini API,AEFD-7695-64FA,40.22,0.00,0.00,0.00,40.215837,40.22
2026-05-01,Artifact Registry,149C-F9EC-3994,4.73,0.00,0.00,0.00,4.727251,4.73
2026-05-01,Cloud Run,152E-C115-5142,6.30,0.00,0.00,-3.24,3.066845,3.07
2026-05-01,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351981,2.35
2026-05-01,App Engine,F17B-412E-CB64,1.02,0.00,0.00,0.00,1.019603,1.02
2026-05-01,Cloud Storage,95FF-2EF5-5EA1,0.96,0.00,0.00,0.00,0.959850,0.96
2026-05-01,Cloud Build,8B5D-EF7D-EB12,0.01,0.00,0.00,0.00,0.009218,0.01
2026-05-01,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-30,Gemini API,AEFD-7695-64FA,41.72,0.00,0.00,0.00,41.720827,41.72
2026-04-30,Cloud Run,152E-C115-5142,6.36,0.00,0.00,0.00,6.356614,6.36
2026-04-30,Artifact Registry,149C-F9EC-3994,4.79,0.00,0.00,0.00,4.787724,4.79
2026-04-30,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351985,2.35
2026-04-30,Cloud Build,8B5D-EF7D-EB12,2.11,0.00,0.00,0.00,2.113880,2.11
2026-04-30,Cloud Storage,95FF-2EF5-5EA1,1.09,0.00,0.00,0.00,1.090636,1.09
2026-04-30,App Engine,F17B-412E-CB64,1.04,0.00,0.00,0.00,1.039666,1.04
2026-04-30,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.179465,0.18
2026-04-30,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140308,0.14
2026-04-30,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-29,Gemini API,AEFD-7695-64FA,64.67,0.00,0.00,0.00,64.665100,64.67
2026-04-29,Cloud Run,152E-C115-5142,6.51,0.00,0.00,0.00,6.508315,6.51
2026-04-29,Artifact Registry,149C-F9EC-3994,4.65,0.00,0.00,0.00,4.647515,4.65
2026-04-29,Cloud Build,8B5D-EF7D-EB12,2.76,0.00,0.00,0.00,2.762341,2.76
2026-04-29,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351982,2.35
2026-04-29,App Engine,F17B-412E-CB64,1.73,0.00,0.00,0.00,1.725703,1.73
2026-04-29,Cloud Storage,95FF-2EF5-5EA1,1.09,0.00,0.00,0.00,1.092198,1.09
2026-04-29,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.180845,0.18
2026-04-29,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140301,0.14
2026-04-29,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-28,Gemini API,AEFD-7695-64FA,37.50,0.00,0.00,0.00,37.497877,37.50
2026-04-28,Cloud Run,152E-C115-5142,6.39,0.00,0.00,0.00,6.389709,6.39
2026-04-28,Artifact Registry,149C-F9EC-3994,4.49,0.00,0.00,0.00,4.488811,4.49
2026-04-28,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351983,2.35
2026-04-28,Cloud Build,8B5D-EF7D-EB12,1.82,0.00,0.00,0.00,1.822940,1.82
2026-04-28,App Engine,F17B-412E-CB64,1.15,0.00,0.00,0.00,1.154282,1.15
2026-04-28,Cloud Storage,95FF-2EF5-5EA1,0.90,0.00,0.00,0.00,0.900051,0.90
2026-04-28,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.179013,0.18
2026-04-28,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140309,0.14
2026-04-28,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-27,Gemini API,AEFD-7695-64FA,52.37,0.00,0.00,0.00,52.373535,52.37
2026-04-27,Cloud Run,152E-C115-5142,6.35,0.00,0.00,0.00,6.347909,6.35
2026-04-27,Artifact Registry,149C-F9EC-3994,4.34,0.00,0.00,0.00,4.338427,4.34
2026-04-27,Cloud Build,8B5D-EF7D-EB12,2.64,0.00,0.00,0.00,2.637547,2.64
2026-04-27,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351983,2.35
2026-04-27,App Engine,F17B-412E-CB64,1.03,0.00,0.00,0.00,1.030857,1.03
2026-04-27,Cloud Storage,95FF-2EF5-5EA1,1.00,0.00,0.00,0.00,1.002255,1.00
2026-04-27,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.179853,0.18
2026-04-27,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140309,0.14
2026-04-27,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-26,Gemini API,AEFD-7695-64FA,45.39,0.00,0.00,0.00,45.394233,45.39
2026-04-26,Cloud Run,152E-C115-5142,6.36,0.00,0.00,0.00,6.363725,6.36
2026-04-26,Artifact Registry,149C-F9EC-3994,4.20,0.00,0.00,0.00,4.204616,4.20
2026-04-26,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351984,2.35
2026-04-26,Cloud Build,8B5D-EF7D-EB12,1.55,0.00,0.00,0.00,1.553796,1.55
2026-04-26,App Engine,F17B-412E-CB64,1.28,0.00,0.00,0.00,1.277294,1.28
2026-04-26,Cloud Storage,95FF-2EF5-5EA1,0.82,0.00,0.00,0.00,0.821604,0.82
2026-04-26,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.178066,0.18
2026-04-26,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140301,0.14
2026-04-26,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-25,Gemini API,AEFD-7695-64FA,99.07,0.00,0.00,0.00,99.070089,99.07
2026-04-25,Cloud Run,152E-C115-5142,6.75,0.00,0.00,0.00,6.748102,6.75
2026-04-25,Artifact Registry,149C-F9EC-3994,4.05,0.00,0.00,0.00,4.052221,4.05
2026-04-25,Cloud Build,8B5D-EF7D-EB12,3.72,0.00,0.00,0.00,3.716270,3.72
2026-04-25,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351985,2.35
2026-04-25,App Engine,F17B-412E-CB64,1.70,0.00,0.00,0.00,1.698290,1.70
2026-04-25,Cloud Storage,95FF-2EF5-5EA1,1.16,0.00,0.00,0.00,1.160389,1.16
2026-04-25,Secret Manager,EE82-7A5E-871C,0.19,0.00,0.00,0.00,0.185602,0.19
2026-04-25,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140311,0.14
2026-04-25,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-24,Gemini API,AEFD-7695-64FA,80.49,0.00,0.00,0.00,80.487027,80.49
2026-04-24,Cloud Run,152E-C115-5142,6.69,0.00,0.00,0.00,6.685639,6.69
2026-04-24,Artifact Registry,149C-F9EC-3994,3.83,0.00,0.00,0.00,3.827410,3.83
2026-04-24,Cloud Build,8B5D-EF7D-EB12,3.17,0.00,0.00,0.00,3.174259,3.17
2026-04-24,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351986,2.35
2026-04-24,App Engine,F17B-412E-CB64,1.15,0.00,0.00,0.00,1.145477,1.15
2026-04-24,Cloud Storage,95FF-2EF5-5EA1,1.09,0.00,0.00,0.00,1.089722,1.09
2026-04-24,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.184277,0.18
2026-04-24,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140309,0.14
2026-04-24,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-23,Gemini API,AEFD-7695-64FA,34.63,0.00,0.00,0.00,34.629567,34.63
2026-04-23,Cloud Run,152E-C115-5142,6.39,0.00,0.00,0.00,6.391663,6.39
2026-04-23,Artifact Registry,149C-F9EC-3994,3.66,0.00,0.00,0.00,3.661600,3.66
2026-04-23,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351988,2.35
2026-04-23,Cloud Build,8B5D-EF7D-EB12,1.66,0.00,0.00,0.00,1.663154,1.66
2026-04-23,App Engine,F17B-412E-CB64,0.89,0.00,0.00,0.00,0.890456,0.89
2026-04-23,Cloud Storage,95FF-2EF5-5EA1,0.81,0.00,0.00,0.00,0.808632,0.81
2026-04-23,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.178823,0.18
2026-04-23,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140306,0.14
2026-04-23,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-22,Gemini API,AEFD-7695-64FA,88.45,0.00,0.00,0.00,88.450296,88.45
2026-04-22,Cloud Run,152E-C115-5142,6.35,0.00,0.00,0.00,6.354893,6.35
2026-04-22,Artifact Registry,149C-F9EC-3994,3.56,0.00,0.00,0.00,3.555495,3.56
2026-04-22,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351985,2.35
2026-04-22,Cloud Build,8B5D-EF7D-EB12,1.74,0.00,0.00,0.00,1.738225,1.74
2026-04-22,App Engine,F17B-412E-CB64,0.95,0.00,0.00,0.00,0.949230,0.95
2026-04-22,Cloud Storage,95FF-2EF5-5EA1,0.82,0.00,0.00,0.00,0.816245,0.82
2026-04-22,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.180806,0.18
2026-04-22,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140311,0.14
2026-04-22,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-21,Gemini API,AEFD-7695-64FA,76.65,0.00,0.00,-0.00,76.648635,76.65
2026-04-21,Cloud Run,152E-C115-5142,6.54,0.00,0.00,-0.31,6.227761,6.23
2026-04-21,Artifact Registry,149C-F9EC-3994,3.41,0.00,0.00,-0.11,3.296273,3.30
2026-04-21,Cloud Build,8B5D-EF7D-EB12,2.48,0.00,0.00,-0.04,2.438009,2.44
2026-04-21,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,-0.08,2.275285,2.28
2026-04-21,App Engine,F17B-412E-CB64,2.41,0.00,0.00,-0.65,1.758472,1.76
2026-04-21,Cloud Storage,95FF-2EF5-5EA1,0.88,0.00,0.00,0.00,0.881260,0.88
2026-04-21,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,-0.01,0.176450,0.18
2026-04-21,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,-0.01,0.127199,0.13
2026-04-21,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-20,Cloud Run,152E-C115-5142,6.25,0.00,0.00,-6.15,0.104944,0.10
2026-04-20,Artifact Registry,149C-F9EC-3994,3.33,0.00,0.00,-3.27,0.056054,0.06
2026-04-20,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,-2.31,0.039769,0.04
2026-04-20,Gemini API,AEFD-7695-64FA,8.54,0.00,0.00,-8.50,0.031517,0.03
2026-04-20,Cloud Build,8B5D-EF7D-EB12,0.99,0.00,0.00,-0.98,0.009592,0.01
2026-04-20,Cloud Storage,95FF-2EF5-5EA1,0.67,0.00,0.00,-0.66,0.006586,0.01
2026-04-20,App Engine,F17B-412E-CB64,0.83,0.00,0.00,-0.82,0.003288,0.00
2026-04-20,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,-0.17,0.002972,0.00
2026-04-20,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-20,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,-0.40,-0.254916,-0.25
2026-04-19,Gemini API,AEFD-7695-64FA,27.61,0.00,0.00,-13.60,14.011344,14.01
2026-04-19,Cloud Run,152E-C115-5142,6.37,0.00,0.00,-3.02,3.351877,3.35
2026-04-19,Cloud Build,8B5D-EF7D-EB12,2.10,0.00,0.00,-0.27,1.824751,1.82
2026-04-19,Artifact Registry,149C-F9EC-3994,3.25,0.00,0.00,-1.62,1.630578,1.63
2026-04-19,App Engine,F17B-412E-CB64,1.36,0.00,0.00,-0.01,1.348854,1.35
2026-04-19,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,-1.16,1.190826,1.19
2026-04-19,Cloud Storage,95FF-2EF5-5EA1,0.81,0.00,0.00,-0.56,0.258884,0.26
2026-04-19,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,-0.09,0.092881,0.09
2026-04-19,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-19,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,-0.20,-0.058165,-0.06
2026-04-18,Gemini API,AEFD-7695-64FA,46.17,0.00,0.00,0.00,46.174352,46.17
2026-04-18,Cloud Run,152E-C115-5142,6.48,0.00,0.00,0.00,6.482838,6.48
2026-04-18,Cloud Build,8B5D-EF7D-EB12,3.37,0.00,0.00,0.00,3.366839,3.37
2026-04-18,Artifact Registry,149C-F9EC-3994,3.07,0.00,0.00,0.00,3.071621,3.07
2026-04-18,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351984,2.35
2026-04-18,App Engine,F17B-412E-CB64,2.30,0.00,0.00,0.00,2.295637,2.30
2026-04-18,Cloud Storage,95FF-2EF5-5EA1,0.97,0.00,0.00,0.00,0.974213,0.97
2026-04-18,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.184089,0.18
2026-04-18,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140304,0.14
2026-04-18,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-17,Gemini API,AEFD-7695-64FA,39.86,0.00,0.00,0.00,39.861493,39.86
2026-04-17,Cloud Run,152E-C115-5142,6.46,0.00,0.00,0.00,6.460557,6.46
2026-04-17,App Engine,F17B-412E-CB64,3.73,0.00,0.00,0.00,3.727493,3.73
2026-04-17,Artifact Registry,149C-F9EC-3994,2.86,0.00,0.00,0.00,2.864562,2.86
2026-04-17,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351981,2.35
2026-04-17,Cloud Build,8B5D-EF7D-EB12,2.34,0.00,0.00,0.00,2.344655,2.34
2026-04-17,Cloud Storage,95FF-2EF5-5EA1,0.83,0.00,0.00,0.00,0.831476,0.83
2026-04-17,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.181752,0.18
2026-04-17,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140308,0.14
2026-04-17,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-16,Gemini API,AEFD-7695-64FA,19.92,0.00,0.00,0.00,19.918016,19.92
2026-04-16,Cloud Run,152E-C115-5142,6.20,0.00,0.00,0.00,6.197004,6.20
2026-04-16,Artifact Registry,149C-F9EC-3994,2.79,0.00,0.00,0.00,2.785017,2.79
2026-04-16,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351985,2.35
2026-04-16,App Engine,F17B-412E-CB64,1.39,0.00,0.00,0.00,1.389354,1.39
2026-04-16,Cloud Storage,95FF-2EF5-5EA1,0.58,0.00,0.00,0.00,0.579107,0.58
2026-04-16,Cloud Build,8B5D-EF7D-EB12,0.58,0.00,0.00,0.00,0.577232,0.58
2026-04-16,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.176394,0.18
2026-04-16,Compute Engine,6F81-5844-456A,0.14,0.00,0.00,0.00,0.140308,0.14
2026-04-16,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-15,Gemini API,AEFD-7695-64FA,12.71,0.00,0.00,0.00,12.711849,12.71
2026-04-15,Cloud Run,152E-C115-5142,6.31,0.00,0.00,0.00,6.313192,6.31
2026-04-15,Artifact Registry,149C-F9EC-3994,2.74,0.00,0.00,0.00,2.744355,2.74
2026-04-15,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351983,2.35
2026-04-15,Cloud Build,8B5D-EF7D-EB12,1.32,0.00,0.00,0.00,1.315683,1.32
2026-04-15,App Engine,F17B-412E-CB64,0.75,0.00,0.00,0.00,0.746721,0.75
2026-04-15,Cloud Storage,95FF-2EF5-5EA1,0.68,0.00,0.00,0.00,0.684272,0.68
2026-04-15,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.178493,0.18
2026-04-15,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-15,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000001,-0.00
2026-04-14,Gemini API,AEFD-7695-64FA,7.21,0.00,0.00,0.00,7.206549,7.21
2026-04-14,Cloud Run,152E-C115-5142,6.39,0.00,0.00,0.00,6.385039,6.39
2026-04-14,Artifact Registry,149C-F9EC-3994,2.62,0.00,0.00,0.00,2.621659,2.62
2026-04-14,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351985,2.35
2026-04-14,Cloud Build,8B5D-EF7D-EB12,2.08,0.00,0.00,0.00,2.076456,2.08
2026-04-14,Cloud Storage,95FF-2EF5-5EA1,0.78,0.00,0.00,0.00,0.783318,0.78
2026-04-14,App Engine,F17B-412E-CB64,0.75,0.00,0.00,0.00,0.748055,0.75
2026-04-14,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.179464,0.18
2026-04-14,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-14,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000004,-0.00
2026-04-13,Gemini API,AEFD-7695-64FA,816.13,0.00,0.00,0.00,816.134416,816.13
2026-04-13,Cloud Run,152E-C115-5142,6.87,0.00,0.00,0.00,6.869612,6.87
2026-04-13,App Engine,F17B-412E-CB64,5.61,0.00,0.00,0.00,5.613671,5.61
2026-04-13,Cloud Build,8B5D-EF7D-EB12,4.41,0.00,0.00,0.00,4.414494,4.41
2026-04-13,Artifact Registry,149C-F9EC-3994,2.44,0.00,0.00,0.00,2.436997,2.44
2026-04-13,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351988,2.35
2026-04-13,Cloud Storage,95FF-2EF5-5EA1,1.09,0.00,0.00,0.00,1.086518,1.09
2026-04-13,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.181146,0.18
2026-04-13,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-13,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000001,-0.00
2026-04-12,Gemini API,AEFD-7695-64FA,20.96,0.00,0.00,0.00,20.960075,20.96
2026-04-12,Cloud Run,152E-C115-5142,6.35,0.00,0.00,0.00,6.346043,6.35
2026-04-12,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351983,2.35
2026-04-12,Artifact Registry,149C-F9EC-3994,2.26,0.00,0.00,0.00,2.260344,2.26
2026-04-12,App Engine,F17B-412E-CB64,1.15,0.00,0.00,0.00,1.146822,1.15
2026-04-12,Cloud Build,8B5D-EF7D-EB12,0.64,0.00,0.00,0.00,0.639267,0.64
2026-04-12,Cloud Storage,95FF-2EF5-5EA1,0.56,0.00,0.00,0.00,0.560363,0.56
2026-04-12,Secret Manager,EE82-7A5E-871C,0.18,0.00,0.00,0.00,0.177994,0.18
2026-04-12,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-12,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000005,-0.00
2026-04-11,Gemini API,AEFD-7695-64FA,30.64,0.00,0.00,0.00,30.643102,30.64
2026-04-11,Cloud Run,152E-C115-5142,6.55,0.00,0.00,0.00,6.552940,6.55
2026-04-11,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351988,2.35
2026-04-11,Artifact Registry,149C-F9EC-3994,2.21,0.00,0.00,0.00,2.205891,2.21
2026-04-11,App Engine,F17B-412E-CB64,0.81,0.00,0.00,0.00,0.812236,0.81
2026-04-11,Cloud Storage,95FF-2EF5-5EA1,0.75,0.00,0.00,0.00,0.752232,0.75
2026-04-11,Secret Manager,EE82-7A5E-871C,0.17,0.00,0.00,0.00,0.172585,0.17
2026-04-11,Cloud Build,8B5D-EF7D-EB12,0.01,0.00,0.00,0.00,0.009610,0.01
2026-04-11,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-10,Gemini API,AEFD-7695-64FA,49.37,0.00,0.00,0.00,49.367508,49.37
2026-04-10,Cloud Run,152E-C115-5142,6.36,0.00,0.00,0.00,6.358054,6.36
2026-04-10,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351986,2.35
2026-04-10,Artifact Registry,149C-F9EC-3994,2.09,0.00,0.00,0.00,2.085235,2.09
2026-04-10,App Engine,F17B-412E-CB64,0.72,0.00,0.00,0.00,0.721300,0.72
2026-04-10,Cloud Storage,95FF-2EF5-5EA1,0.57,0.00,0.00,0.00,0.573762,0.57
2026-04-10,Secret Manager,EE82-7A5E-871C,0.17,0.00,0.00,0.00,0.168545,0.17
2026-04-10,Cloud Build,8B5D-EF7D-EB12,0.01,0.00,0.00,0.00,0.005400,0.01
2026-04-10,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-09,Gemini API,AEFD-7695-64FA,140.65,0.00,0.00,0.00,140.650112,140.65
2026-04-09,Cloud Run,152E-C115-5142,8.48,0.00,0.00,0.00,8.481285,8.48
2026-04-09,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351986,2.35
2026-04-09,Artifact Registry,149C-F9EC-3994,2.22,0.00,0.00,0.00,2.216889,2.22
2026-04-09,App Engine,F17B-412E-CB64,0.83,0.00,0.00,0.00,0.829137,0.83
2026-04-09,Cloud Storage,95FF-2EF5-5EA1,0.65,0.00,0.00,0.00,0.647015,0.65
2026-04-09,Secret Manager,EE82-7A5E-871C,0.17,0.00,0.00,0.00,0.170114,0.17
2026-04-09,Cloud Build,8B5D-EF7D-EB12,0.03,0.00,0.00,0.00,0.032171,0.03
2026-04-09,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
2026-04-09,Compute Engine,6F81-5844-456A,-0.00,0.00,0.00,0.00,-0.000002,-0.00
2026-04-08,Gemini API,AEFD-7695-64FA,55.95,0.00,0.00,0.00,55.953483,55.95
2026-04-08,Artifact Registry,149C-F9EC-3994,9.34,0.00,0.00,0.00,9.340450,9.34
2026-04-08,Cloud Run,152E-C115-5142,7.49,0.00,0.00,0.00,7.490697,7.49
2026-04-08,Cloud Memorystore for Redis,5AF5-2C11-D467,2.35,0.00,0.00,0.00,2.351983,2.35
2026-04-08,App Engine,F17B-412E-CB64,0.72,0.00,0.00,0.00,0.717529,0.72
2026-04-08,Cloud Storage,95FF-2EF5-5EA1,0.61,0.00,0.00,0.00,0.609971,0.61
2026-04-08,Secret Manager,EE82-7A5E-871C,0.17,0.00,0.00,0.00,0.165960,0.17
2026-04-08,Cloud Build,8B5D-EF7D-EB12,0.13,0.00,0.00,0.00,0.131551,0.13
2026-04-08,Networking,E505-1604-58F8,0.14,0.00,0.00,-0.14,0.000000,0.00
